new_id,question,template_name,answer,relevance,explanation
fde7f0d7-3a37-47bb-9d96-9ed890b10dc9,Can a borrower use the loan amount freely if there are no specific conditions laid out in the loan agreement?,promt_template_1,"Yes, the borrower can freely use the loan amount if the loan agreement does not specify particular conditions. According to Article 731 of the Civil Code of the Kyrgyz Republic, if nothing else is stipulated in the loan agreement, the borrower is allowed to use the funds received from the loan at their discretion.",RELEVANT,"The generated answer directly addresses the question by confirming that the borrower can use the loan amount freely when the loan agreement does not specify conditions. It also references Article 731 of the relevant legislation, aligning with the details provided in the ground truth."
7a009e65-6b9a-4977-9442-d2f84a73dd79,What are the obligations of a person who has obtained property without legal grounds from another party?,promt_template_1,"A person who received property without legal grounds from another party is not considered a good-faith purchaser, as stated in Article 291 of the Civil Code of the Kyrgyz Republic. Consequently, they do not have the same protections as a good-faith purchaser. If the original owner has grounds to reclaim the property, they may initiate legal proceedings. This person may also be held liable for damages if the property was wrongfully transferred to them, as indicated in Article 197 of the Civil Code, which provides that the affected party can claim the return of the property or its equivalent in monetary value.",PARTLY_RELEVANT,"The generated answer addresses the obligations of a person who received property without legal grounds, but it primarily focuses on the concept of good-faith purchasers and related liabilities, which are not directly covered in the ground truth. While it does touch upon the idea of returning property, it lacks direct citations from the ground truth, which specifically outlines the obligation to return unjust enrichment as stated in Article 1029."
7a009e65-6b9a-4977-9442-d2f84a73dd79,Are there any exceptions to the requirement of returning unjust enrichment mentioned in the law?,promt_template_1,"Yes, there are exceptions to the requirement for the return of unjust enrichment as mentioned in the Civil Code of the Kyrgyz Republic. Article 1030 states that unless otherwise provided by this Code, other laws, or the nature of the relevant relationships, the rules outlined in this chapter also apply to claims for the return of the following: 
1) performed under a void transaction; 
2) recovery of property from illegal possession by another owner; 
3) obligations related to return executed based on such obligations; 
4) damage compensation, including harm caused by the dishonest behavior of the enriched party.",PARTLY_RELEVANT,"The generated answer addresses the existence of exceptions to the requirement for the return of unjust enrichment but refers to Article 1030 instead of Article 1036 from the ground truth, which specifically outlines the exceptions related to unjust enrichment. Therefore, while it is somewhat relevant, it does not fully align with the specifics of the ground truth."
7a009e65-6b9a-4977-9442-d2f84a73dd79,Does the responsibility to return unjust enrichment depend on the actions of the parties involved or can it occur independently of their actions?,promt_template_1,"The responsibility for the return of unjust enrichment does not depend on the actions of the involved parties and can arise regardless of their actions. This is reflected in Article 1205 (""Unjust Enrichment"") of the Civil Code of the Kyrgyz Republic, which states that obligations arising from unjust enrichment apply regardless of the behavior of the parties involved.",PARTLY_RELEVANT,"The generated answer correctly asserts that the responsibility for the return of unjust enrichment does not depend on the actions of the involved parties, which aligns with the Ground_truth. However, it inaccurately cites Article 1205 instead of referencing Article 1029 as provided in the Ground_truth, affecting its overall relevance."
bfebfee4-bffa-491f-91b4-63cfce5ea7a0,What are the penalties for producing or selling goods that do not meet safety requirements and cause significant harm?,promt_template_1,"The penalties for the production or sale of goods that do not meet safety requirements and cause significant harm are outlined in Article 297 of the Criminal Code of the Kyrgyz Republic. The sanctions include imprisonment for up to two years with deprivation of the right to hold certain positions or engage in certain activities for up to three years, correctional labor for a term ranging from two months to one year, or a fine ranging from 200 to 500 calculation indicators. If the actions result in serious harm, especially regarding goods intended for children under fourteen, the punishment increases to a fine from 500 to 1000 calculation indicators or imprisonment from two to five years while retaining the additional penalties regarding positions and activities.",RELEVANT,"The generated answer provides a detailed description of the penalties specified in Article 297 of the Criminal Code of the Kyrgyz Republic, directly addressing the question about sanctions for the production or sale of unsafe goods that cause significant harm."
bfebfee4-bffa-491f-91b4-63cfce5ea7a0,How are actions concerning goods intended for children under fourteen years treated under the law?,promt_template_1,"In accordance with the Civil Code of the Kyrgyz Republic, Article 63, actions related to goods intended for children under the age of fourteen are primarily conducted by their legal representatives—parents, adoptive parents, or guardians. Children under fourteen may independently engage in minor household transactions, transactions aimed at receiving benefits without compensation, and transactions involving funds provided by their legal representative for a specific purpose. However, any property liability arising from transactions made by children under this age rests with their parents, adoptive parents, or guardians, unless they prove that the obligation was not breached due to their fault. These representatives are also liable for any harm caused by children under fourteen years of age.",PARTLY_RELEVANT,"The generated answer discusses the legal representatives of children under fourteen and their responsibilities in transactions, which is related to children, but it does not directly address the legal considerations regarding the safety of goods for children as outlined in the ground truth, specifically concerning the penalties for unsafe goods."
bfebfee4-bffa-491f-91b4-63cfce5ea7a0,What forms of punishment are applicable for issuing false safety documents related to goods or services?,promt_template_1,"The forms of punishment for the issuance of counterfeit security documents related to goods or services are outlined in Article 297 of the Criminal Code of the Kyrgyz Republic. This article states that the unlawful issuance or use of an official document that certifies the compliance of goods, works, or services with safety requirements, which results in significant harm through negligence, can lead to imprisonment for up to two years, deprivation of the right to occupy certain positions or engage in specific activities for up to three years, or corrective labor for a period from two months to one year, or a fine ranging from 200 to 500 calculated indicators. If the offense is committed against goods, works, or services intended for children under the age of fourteen or results in serious harm through negligence, the punishment increases to a fine of 500 to 1000 calculated indicators or imprisonment from two to five years with additional deprivation of rights for a period of two to five years.",RELEVANT,"The generated answer directly addresses the question about forms of punishment for issuing counterfeit security documents by providing relevant details from Article 297 of the Criminal Code of the Kyrgyz Republic, including specific penalties and conditions."
e36d538d-20f3-4efb-a421-9b9f25e40eae,What are the obligations of the payer in a rent contract regarding the payments to the recipient?,promt_template_1,"The obligations of the payer under the lease agreement regarding payments to the recipient are outlined in Article 73831 of the Civil Code of the Kyrgyz Republic. The rental payment under the ijara agreement is mandatory, and the lessor's right to receive the rental payment begins when the lessee starts to benefit from the lease or when the lessor permits the lessee to gain benefits from the leased item. Payment can be made in cash, in kind (goods), or through services. The amount of the rental payment can be fixed or variable and must be stipulated in the contract. In case of late payment, the lessor may require early payment of rental fees, provided the lessee is notified of the payment deadlines.",PARTLY_RELEVANT,"The generated answer discusses the obligations of a payer under a lease agreement, which relates to payments to the recipient, addressing the general concept of rental payments. However, it references a different legal article (Article 73831) that is not found in the ground truth and does not include specific details from the provided Article 519 regarding the obligations outlined there, leading to a partial relevance."
e36d538d-20f3-4efb-a421-9b9f25e40eae,"Is it possible to set a rent that lasts for the entire life of the recipient, and what does that involve?",promt_template_1,"Yes, it is possible to establish a rent that will operate throughout the recipient's life. This is outlined in Article 532 of the Civil Code of the Kyrgyz Republic. The rent can be set for the lifetime of the individual transferring the property for rent payments or another specified individual. Furthermore, the recipient's obligations can include various forms of support, as indicated in Article 538, including housing, food, and care, contingent on health needs.",PARTLY_RELEVANT,"The generated answer correctly states that it is possible to establish a rent for the lifetime of the recipient, which aligns with the question. However, it references Article 532 and Article 538, which are not part of the provided ground truth. The ground truth specifically mentions Article 519 and focuses on the definition of a lifelong rent and the obligations involved, but the generated answer does not directly quote or accurately represent the content of the ground truth."
e36d538d-20f3-4efb-a421-9b9f25e40eae,"Can the property transferred in a rent contract be both movable and immovable, and what does this mean for the agreement?",promt_template_1,"Yes, the property transferred under a lease agreement can be both movable and immovable. This means that the lease agreement can encompass various types of assets, including equipment, vehicles, buildings, and other property complexes, as outlined in Article 604 of the Civil Code of the Kyrgyz Republic.",PARTLY_RELEVANT,"The generated answer correctly states that the property in a lease agreement can be both movable and immovable but fails to reference the specific legal context or details from the ground truth about the lease agreement's implications, which are provided in the ground truth related to the contract of rent instead of a lease."
0b2dfaab-cacc-4315-a0c4-506689c61059,What evidence is required for a person to be formally charged as an accused?,promt_template_1,"To officially bring a person to responsibility as a defendant, sufficient evidence indicating the commission of a crime by that person is required, as stated in Article 240 of the Criminal Procedure Code of the Kyrgyz Republic. The investigator must issue a reasoned resolution based on this evidence to classify the individual as a defendant.",RELEVANT,"The generated answer directly addresses the question by stating that sufficient evidence is required to bring a person to responsibility as a defendant, which is supported by facts from the Ground_truth regarding Article 240."
0b2dfaab-cacc-4315-a0c4-506689c61059,What specific information must be recorded in the Unified Register of Crimes when a person is charged?,promt_template_1,"The specific information that must be entered into the Unified Register of Crimes upon bringing charges against a person includes the date and time of bringing the charge, the legal qualification of the crime the person is accused of, along with the reference to the article (or part of the article) of the Criminal Code. This requirement is outlined in Article 240 of the Criminal Procedure Code of the Kyrgyz Republic.",RELEVANT,"The generated answer is directly relevant to the question, providing specific details on the information that must be entered into the Unified Register of Crimes, including the required elements as stated in the Ground_truth, specifically mentioning Article 240."
0b2dfaab-cacc-4315-a0c4-506689c61059,Does the recording of data about a person in the Unified Register of Crimes before they are charged have any legal consequences for that person?,promt_template_1,"The inclusion of a person's information in the Unified Register of Crimes prior to bringing formal charges against that person does not entail any legal consequences for that individual, according to Article 240 of the Criminal Procedure Code of the Kyrgyz Republic.",RELEVANT,"The generated answer directly addresses the question by confirming that the inclusion of a person's information in the Unified Register of Crimes prior to charges does not have legal consequences, which aligns with the facts stated in the Ground_truth."
2a999330-1f32-4285-a696-3d2975962549,What is the duration of a disciplinary sanction once it is imposed on an employee?,promt_template_1,"The term of validity for a disciplinary sanction is one year from the date it is applied. If, within this period, the employee is not subjected to a new disciplinary sanction, they are considered to have no disciplinary sanction. This is stated in Article 149 of the Labor Code of the Kyrgyz Republic.",RELEVANT,"The generated answer directly addresses the question regarding the term of validity for a disciplinary sanction, providing accurate information from the ground truth, including the duration and conditions stated in Article 149."
2a999330-1f32-4285-a696-3d2975962549,Under what conditions can the employer remove a disciplinary sanction before the one-year period ends?,promt_template_1,"The employer can remove the disciplinary sanction before the expiration of the one-year period on their own initiative, at the request of the employee, or at the request of employee representative bodies or the employee's immediate supervisor, as stated in Article 149 of the Labor Code of the Kyrgyz Republic.",RELEVANT,"The generated answer accurately addresses the question about the conditions under which an employer can remove a disciplinary sanction before the end of the one-year period, and it includes relevant facts from the Ground_truth, specifically mentioning the employer's initiative, requests from the employee, and requests from other representatives."
2a999330-1f32-4285-a696-3d2975962549,What happens to the disciplinary sanction if no new violations occur within the specified timeframe?,promt_template_1,"If a disciplinary sanction is imposed, and within one year from the date of its application there are no new violations by the employee, that employee is considered not to have any disciplinary sanctions. This is stated in Article 149 of the Labor Code of the Kyrgyz Republic.",RELEVANT,The generated answer directly addresses the question about disciplinary sanctions and accurately reflects the facts from the ground truth regarding the absence of new violations within the specified time frame.
ea34987c-4838-43ff-b12d-474b941c676f,What obligations do able-bodied adult children have towards their incapacitated parents in need of assistance?,promt_template_1,"Healthy adult children are obligated to support their incapacitated parents in need of assistance according to Article 92 of the Family Code of the Kyrgyz Republic. If there is no agreement on alimony payments, these alimonies can be enforced judicially against the able-bodied adult children. The court determines the amount of alimony based on the financial and family circumstances of both the parents and the children. Furthermore, children may be relieved from this obligation if the court finds that the parents had evaded their parental responsibilities or if the parents have been deprived of parental rights.",RELEVANT,"The generated answer addresses the obligations of healthy adult children toward their incapacitated parents, directly referencing Article 92 from the Ground_truth. It includes details about alimony, the court's role in determining the amount, and conditions under which children can be relieved of these obligations, all of which align with the content of the Ground_truth."
ea34987c-4838-43ff-b12d-474b941c676f,How are child support payments for parents in need determined when there is no mutual agreement?,promt_template_1,"Alimony payments for needy parents are determined by the court when there is no mutual agreement. According to Article 92 of the Family Code of the Kyrgyz Republic, alimony for incapacitated needy parents is collected from able-bodied adult children through court proceedings. The amount of alimony is determined by the court based on the material and family circumstances of the parents and children, as well as other pertinent interests of the parties, and is paid monthly in a fixed sum.",RELEVANT,"The generated answer accurately describes how alimony payments for needy parents are determined in the absence of mutual agreement, directly referencing Article 92, which includes relevant legal details from the ground truth."
ea34987c-4838-43ff-b12d-474b941c676f,Under what circumstances can adult children be relieved from the obligation to support their incapacitated parents?,promt_template_1,"Adult children may be exempted from the obligation to support their incapacitated parents if it is established by the court that the parents have evaded their parental responsibilities. Additionally, children are also exempt from paying alimony to parents who have been deprived of parental rights, as per Article 92 of the Family Code of the Kyrgyz Republic.",RELEVANT,"The generated answer directly addresses the question about when adult children can be exempt from the obligation to support their incapacitated parents, citing the conditions outlined in Ground_truth (Article 92). It includes facts that specify the circumstances under which children may be released from this obligation."
acc592af-17f6-4158-8b45-2c5589a24197,What elements must be included in the official name of a legal entity according to the law?,promt_template_1,"According to the Civil Code of the Kyrgyz Republic, Article 89, the official name of a legal entity must include the following elements: an indication of its type, organizational-legal form, and the nature of its activities. Additionally, the name should be defined in the founding documents and is required to have a firm name. The firm name must also comply with the rules established by the Code and legislation concerning the registration of legal entities.",RELEVANT,"The generated answer accurately summarizes the requirements for the official name of a legal entity as specified in the Ground_truth, including the necessary elements and references to the relevant legal codes."
acc592af-17f6-4158-8b45-2c5589a24197,Are private legal entities allowed to use names of state authorities in their titles?,promt_template_1,Private legal entities are not allowed to use the names of state bodies in their names. This is stated in Article 89 of the Civil Code of the Kyrgyz Republic.,RELEVANT,"The generated answer directly addresses the question by stating that private legal entities are not allowed to use the names of state bodies in their names, which is confirmed by Article 89 of the Civil Code of the Kyrgyz Republic, included in the ground truth."
acc592af-17f6-4158-8b45-2c5589a24197,How is the location of a legal entity determined in relation to its state registration?,promt_template_1,"The location of a legal entity is determined by the place of its state registration, unless otherwise specified in the founding documents of the legal entity in accordance with the legislation on the registration of legal entities. This is stated in Article 89 of the Civil Code of the Kyrgyz Republic (Part I).",RELEVANT,"The generated answer directly addresses the question by stating that the location of a legal entity is determined by the place of its state registration, which aligns with the information provided in the ground truth from Article 89."
d57aae71-032b-4a61-a513-e12f717ecbed,What is the timeframe for a defendant to file a motion to cancel a default decision after receiving a copy of that decision?,promt_template_1,"The respondent can file a motion to cancel the default judgment within five days from the moment of receiving a copy of the judgment, according to Article 237 of the Civil Procedure Code of the Kyrgyz Republic.",RELEVANT,"The generated answer accurately reflects the information from the ground truth regarding the timeframe for the respondent to file a motion to cancel the default judgment, including the specific duration mentioned in Article 237."
d57aae71-032b-4a61-a513-e12f717ecbed,"Can other parties affected by a default decision appeal it, and what is the timeframe for submitting such an appeal?",promt_template_1,"Other parties affected by the absentee ruling can appeal it. According to Article 127 of the Criminal Procedure Code of the Kyrgyz Republic, complaints against the decisions can be submitted within 10 days from the moment of familiarization with the results of these actions or the receipt of a copy of the ruling.",PARTLY_RELEVANT,"The generated answer addresses the ability of other parties to appeal an absentee ruling, which is relevant to the question. However, it incorrectly cites Article 127 of the Criminal Procedure Code instead of referencing the relevant Article 237, and it does not fully capture the details about the time limits for the appeal as specified in the ground truth."
d57aae71-032b-4a61-a513-e12f717ecbed,"Is there a minimum period for filing an appellate complaint regarding the default decision, even if other deadlines apply?",promt_template_1,"Yes, there is a minimum period for filing an appeal against a default judgment. According to Article 324 of the Code of Civil Procedure of the Kyrgyz Republic, an appeal can be submitted within thirty days after the court's decision is made, unless other deadlines are provided by law. The procedural deadline for filing an appeal can be restored by the appellate court in accordance with Article 127 of the same code.",PARTLY_RELEVANT,"The generated answer mentions that there is a minimum period for filing an appeal against a default judgment, referencing Article 324. However, it does not specifically address the unique provisions related to the appeal period for default judgments mentioned in the ground truth. Therefore, while it relates to the general topic of appeal timelines, it lacks specific details from the ground truth provided."
6fc66278-6fff-47a4-9aef-d591a6fdab06,What authority is required to carry out the temporary seizure of property?,promt_template_1,"The authority required for the imposition of temporary seizure of property is the investigative judge, as stated in Article 268 of the Code of Criminal Procedure of the Kyrgyz Republic.",PARTLY_RELEVANT,"The generated answer refers to an authority (investigative judge) for temporary seizure of property, which is somewhat relevant to the question. However, it does not align directly with the detailed processes and authorities mentioned in the ground truth, specifically the court and the authorized body. The specific article cited is not present in the ground truth."
6fc66278-6fff-47a4-9aef-d591a6fdab06,How is the temporary seizure of property documented in relation to a violation protocol?,promt_template_1,"The temporary seizure of property is carried out in accordance with the decision of the court or the authorized body, and marking of the temporary seizure is noted in the protocol of the violation. This is stipulated in Article 36 of the Code of Violations of the Kyrgyz Republic. The seizure is executed forcibly for items that are means or instruments of the violation or obtained as a result of the violation. The authorized body is responsible for the temporary seizure and its subsequent storage until a decision on further actions is made.",RELEVANT,"The generated answer provides a detailed and accurate explanation of the temporary seizure of property as stipulated in Article 36. It correctly identifies the legal processes involved, including the court decision, the authorized body's role, and the protocol notation, aligning well with the specifics of the ground truth."
6fc66278-6fff-47a4-9aef-d591a6fdab06,Who is responsible for making decisions about the fate of temporarily seized property after the seizure occurs?,promt_template_1,"The responsibility for decisions regarding the fate of temporarily seized property after its arrest lies with the investigative judge, as specified in Article 268 of the Criminal Procedure Code of the Kyrgyz Republic. The investigative judge, upon reviewing the petition for seizing property, must consider all the materials supporting the seizure, and their decision will determine how the seized property is managed.",PARTLY_RELEVANT,"The generated answer discusses the responsibility for decisions about temporarily seized property, which is related to the question. However, it incorrectly attributes this responsibility solely to the investigative judge and does not mention the role of the court in determining the fate of the property, as outlined in the ground truth."
e64bf6ed-4c3e-43cd-a810-b680312f0a6e,What details must be included in the transfer act when a seller transfers an enterprise to a buyer?,promt_template_1,"The transfer act must include information necessary for the buyer about the enterprise being sold, as per the Civil Code of the Kyrgyz Republic, Article 458. Additionally, the act should confirm that ownership rights to the enterprise are transferred to the buyer upon state registration, following Article 502 of the same document.",PARTLY_RELEVANT,"The generated answer mentions the necessity of including information pertinent to the buyer in the transfer act, which aligns with the question. However, it does not include specific details from the Ground_truth about the required data on the composition of the enterprise, notice to creditors, or identified deficiencies, which makes it only partially relevant."
e64bf6ed-4c3e-43cd-a810-b680312f0a6e,Who is responsible for preparing the enterprise for transfer and covering the associated costs?,promt_template_1,"The responsibility for preparing the enterprise for transfer and covering related expenses lies with the lessor, as stated in Article 597 of the Civil Code of the Kyrgyz Republic. The lessor is obligated to prepare the enterprise for transfer, including the drafting and submission of the transfer act, at their own expense, unless otherwise stipulated in the lease agreement.",NON_RELEVANT,"The generated answer incorrectly assigns the responsibility for preparing the enterprise for transfer to the lessor instead of the seller, as stated in Ground_truth. Additionally, it references Article 597 of the Civil Code, which is not provided in the Ground_truth."
e64bf6ed-4c3e-43cd-a810-b680312f0a6e,When does the buyer officially assume the risk for any accidental damage or loss of the transferred property?,promt_template_1,"The buyer officially accepts the risk of accidental damage or loss of the transferred property at the moment when, according to the law or the contract, the seller is considered to have fulfilled their obligation to transfer the goods to the buyer, as stated in Article 422 of the Civil Code of the Kyrgyz Republic. Additionally, if the risk is related to goods in transit, it transfers to the buyer from the conclusion of the sales contract unless otherwise provided in the contract or business customs.",PARTLY_RELEVANT,"The generated answer addresses the subject of when the buyer accepts the risk of accidental damage or loss of property, but it references Article 422 of the Civil Code instead of the relevant Article 501, which specifically outlines the timing of when the risk transfers based on the signing of the transfer act. Thus, it is related but does not accurately cite the relevant legislation."
12aece67-bde1-4aae-b7d2-bccab8e3c1cd,What does the law state about extending the due date for tax obligations and how is this process regulated?,promt_template_1,"The law regarding the extension of the term for fulfilling tax obligations is outlined in Article 68 of the Tax Code of the Kyrgyz Republic. The statute establishes a six-year limitation period for tax obligations, which begins the day after certain events, including the last day for tax payment or the cessation of deferrals. The limitation period may be interrupted during the procedures of rehabilitation or reorganization.

Additionally, if a taxpayer has inaccurately calculated or fulfilled their tax obligation, both the taxpayer and the tax authority can make necessary corrections within the limitation period. Specific provisions for extending or managing tax obligations during legal proceedings regarding these issues are stated, ensuring that both parties can address discrepancies effectively.

This process is regulated under civil legislation of the Kyrgyz Republic when it involves the interruption of the limitation period due to disputes, as indicated in Article 68 of the Tax Code.",NON_RELEVANT,"The generated answer discusses the limitation period for tax obligations and corrections related to tax calculations, which is not relevant to the question about the extension of the term for fulfilling tax obligations and the specific regulations surrounding that process as outlined in the Ground_truth."
12aece67-bde1-4aae-b7d2-bccab8e3c1cd,"Can the due date for tax obligations be changed for part of the total owed amount, and are there any penalties involved?",promt_template_1,"According to Article 88 of the Tax Code of the Kyrgyz Republic, the period for paying tax obligations can be changed for the full amount of the tax debt or a part of it, with interest charged on the unpaid part unless otherwise provided in this chapter. However, if there are circumstances that exclude the change of the payment deadline as outlined in Article 89, the deadline cannot be modified.

Regarding penalties, according to Article 91, no penalties or tax sanctions are levied on the deferred or staggered tax debt amounts. Therefore, while the payment deadline can be changed under certain conditions, there are no penalties applied for the deferred amounts.",RELEVANT,"The generated answer directly addresses the question regarding the possibility of changing the payment deadline for tax obligations and states that it can be done for part of the tax debt with interest, aligning with the facts in the ground truth. It also mentions that no penalties are applied for deferred amounts, which is relevant to the second part of the question."
12aece67-bde1-4aae-b7d2-bccab8e3c1cd,"Under what conditions can the due date for tax obligations be modified, and what security is required for such alterations?",promt_template_1,"The deadline for the payment of tax obligations may be changed under the conditions set forth in Article 88 of the Tax Code of the Kyrgyz Republic. Specifically, the change is allowed if it is carried out in accordance with the procedures provided in this chapter, and the change may apply to the entire amount of tax obligations or part of it with interest on the unpaid amount unless otherwise provided.

Moreover, any change in the payment deadline is carried out in the form of deferral and/or installment. It is important to note that such changes do not cancel the existing obligation to make the payment or create a new one. Additionally, a bank guarantee is required for any changes to the deadline for payment of tax obligations, except for the cases specified in Article 34 of the Tax Code.",RELEVANT,"The generated answer accurately addresses the conditions under which the deadline for payment of tax obligations may be changed by citing Article 88 of the Tax Code, and it includes required details such as the necessity of a bank guarantee, compliance with prescribed procedures, and the fact that changes do not cancel existing obligations, all of which are directly mentioned in the Ground_truth."
127c80e9-473a-4e2a-9c70-8ffa65dc355d,What roles can a defender and a representative play during proceedings for an offense?,promt_template_1,"In the judicial proceedings concerning an administrative offense, the roles of the defender and representative are outlined in the Code of the Kyrgyz Republic on Administrative Offenses, specifically in Article 500. 

1. The defender provides legal assistance to the person being held accountable for the offense and to their legal representative.
2. The representative offers legal assistance to the victim of the offense.

Both the defender and the representative are allowed to participate in the proceedings, and they hold similar rights to those of the person they represent, except for certain specified rights in Article 498 of the same Code.",RELEVANT,"The generated answer accurately describes the roles of the defender and representative in the context of judicial proceedings for an offense, as specified in the ground truth. It includes key facts from Article 500, detailing the functions and rights of both roles, which directly answers the question posed."
127c80e9-473a-4e2a-9c70-8ffa65dc355d,What documentation is required for a lawyer or another person to prove their authority in providing legal assistance?,promt_template_1,"In order for a lawyer or another person to confirm their authority to provide legal assistance, they must be invited by the suspect, accused, convicted, acquitted, victim, witness, or their legal representatives, according to Article 50 of the Criminal Procedure Code of the Kyrgyz Republic.",PARTLY_RELEVANT,"The generated answer mentions the requirement for a lawyer or another person to confirm their authority, but it incorrectly cites Article 50 which does not address the specific documents required to authenticate their authority. The ground truth specifies that a lawyer's authority is confirmed with a warrant, and another person's with a power of attorney, which is not addressed in the generated answer."
127c80e9-473a-4e2a-9c70-8ffa65dc355d,When can a defender or representative begin their participation in the proceedings related to an offense?,promt_template_1,"A defender or representative may begin their participation in court proceedings related to an offense from the moment of the actual detention of the person or the drafting of the protocol on the offense, according to Article 500 of the Code of Offenses of the Kyrgyz Republic.",RELEVANT,"The Generated Answer directly answers the question by stating when a defender or representative can begin their participation in court proceedings, and it includes a relevant fact from the Ground_truth referring to Article 500."
c46ed784-b040-43bc-bca5-a9a279046c84,What details must be included in the contract for establishing a voluntary servitude?,promt_template_1,"The details that must be included in a contract for the establishment of a voluntary servitude are:

1) A description of the land burdened by the servitude and the land for which the servitude is established;
2) The terms and duration of the servitude;
3) A plan or map of the land indicating the location of the servitude.

This is based on Article 54 of the Land Code of the Kyrgyz Republic.",RELEVANT,"The generated answer directly addresses the question about the details that should be included in a contract for voluntary servitude, accurately reflecting the facts presented in the ground truth regarding Article 54."
c46ed784-b040-43bc-bca5-a9a279046c84,What type of documentation is required to specify the location of the servitude?,promt_template_1,The documentation required to indicate the location of a servitude includes a plan or map of the plot indicating the location of the servitude. This is specified in Article 23312 of the Civil Code of the Kyrgyz Republic and Article 54 of the Land Code of the Kyrgyz Republic.,RELEVANT,"The generated answer accurately states that a plan or map indicating the location of the servitude is required, which is directly supported by the information provided in the Ground_truth regarding the documentation needed for establishing a servitude."
c46ed784-b040-43bc-bca5-a9a279046c84,Are there specific conditions or timeframes that must be outlined in the servitude agreement?,promt_template_1,"Yes, there are specific conditions and time frames that must be included in the servitude agreement. According to Article 23312 of the Civil Code of the Kyrgyz Republic, the agreement for establishing a voluntary servitude must include the conditions and time frames for the establishment of the servitude. Additionally, Article 54 of the Land Code also states that the agreement must include the conditions and time frames for establishing the servitude.",RELEVANT,"The generated answer directly addresses the question by stating that specific conditions and time frames must be included in the servitude agreement, which aligns with the information in the ground_truth."
aee86252-9298-4da8-b566-392cfc829fc2,What should a commissioner do if a citizen-client dies or is declared incapacitated?,promt_template_1,"If a citizen-client dies or is declared legally incompetent, the authorized representative must take the following actions according to the Civil Procedural Code of the Kyrgyz Republic:

1. For a citizen declared legally incompetent, a guardian must be appointed by the court.
2. If a citizen is deemed to have died, an application can be made to declare them absent or dead, outlining the purpose and circumstances confirming their absence or presumed death (Article 286).

The authorized representative's role will involve guiding the process of appointing a guardian in the case of legal incompetence and initiating the appropriate legal proceedings related to the declaration of death.",PARTLY_RELEVANT,"The generated answer touches on the responsibilities of an authorized representative when a citizen-client is declared legally incompetent or dies, but it does not accurately reflect the specific obligation outlined in the Ground_truth, which emphasizes continuing the execution of the commission until proper instructions are given by the heirs or representatives."
aee86252-9298-4da8-b566-392cfc829fc2,Are there any specific instructions that the commissioner must wait for after a client’s death?,promt_template_1,"The authorized person should expect specific instructions regarding compensation for damages associated with the death of the breadwinner. According to Article 251 of the Labor Code of the Kyrgyz Republic, the calculated portion of the deceased's earnings for those entitled to compensation after the death of the breadwinner is subject to recalculation only in certain cases, such as the birth of a child after the breadwinner's death or changes in compensation for those caring for the deceased's dependents. These instructions would provide guidance on handling compensation matters in such scenarios.",NON_RELEVANT,"The generated answer focuses on compensation for damages related to the death of a breadwinner, which is unrelated to the responsibilities of the authorized person outlined in the ground truth article. The ground truth specifies the obligation of the authorized person to continue fulfilling a commission until proper instructions are received from heirs or representatives. Therefore, it does not address the question regarding specific instructions expected after the client's death."
aee86252-9298-4da8-b566-392cfc829fc2,"Does the obligation to continue performing the commission cease upon the client's death, incapacitation, or liquidation of the legal entity?",promt_template_1,"The obligation to continue performing the assignment does not terminate in the case of the client's death, loss of capacity, or liquidation of the legal entity. According to Article 841 of the Civil Code of the Kyrgyz Republic, the commissioner is required to continue executing the assignment until proper instructions are received from the heirs or representatives of the client.",RELEVANT,"The generated answer directly addresses the question by confirming that the obligation to perform the assignment continues in the event of the client's death, loss of capacity, or liquidation of the legal entity. It correctly cites Article 841 from the ground truth, providing accurate and relevant legal context."
2bf5b855-3110-40aa-ad66-dba22dec3aa0,What takes precedence if there is a conflict between the norms of this Code and the Constitution in Kyrgyz Republic?,promt_template_1,"In case of a contradiction between the norms of the Tax Code and the Constitution of the Kyrgyz Republic, the Constitution has preferential force. This is stated in Article 2 of the Criminal Procedure Code of the Kyrgyz Republic, which asserts the supremacy of the Constitution.",PARTLY_RELEVANT,"The generated answer correctly identifies that the Constitution has preferential force over the norms of the relevant codes, but it incorrectly refers to the Tax Code instead of the Criminal Procedure Code. It captures the essence of the ground truth but includes an error in the specific laws referenced."
2bf5b855-3110-40aa-ad66-dba22dec3aa0,How is criminal proceedings conducted in Kyrgyz Republic when a crime occurs regardless of its location?,promt_template_1,"Criminal proceedings in the Kyrgyz Republic are conducted in accordance with the Criminal Procedure Code, Article 2, which states that criminal proceedings on the territory of the Kyrgyz Republic, regardless of the location of the crime, are performed according to this Code unless different rules are established by international treaties of the Kyrgyz Republic. Consequently, individuals who commit crimes outside the Kyrgyz Republic, such as Kyrgyz citizens and certain stateless individuals, are subject to criminal responsibility under the Criminal Code, Article 14, provided they have not been punished by the courts of another state.",RELEVANT,"The generated answer accurately reflects the content of the Ground_truth regarding how criminal proceedings are conducted in the Kyrgyz Republic, specifically mentioning Article 2 of the Criminal Procedure Code and the application of the Code regardless of the location of the crime, which directly addresses the question."
