id,question,law_name,article,new_id
92e9371b-6814-422e-9d8a-eb123400ed89,What are the consequences of not delivering goods to the specified customs delivery location?,Кодекс Кыргызской Республики о правонарушениях,"Статья 359. Выдача товара без разрешения таможенного органа
 
1. Выдача (передача) товара или транспортного средства, находящихся под таможенным контролем, без разрешения таможенного органа иным лицам либо их утрата –
влечет наложение штрафа на физических лиц в размере 10 расчетных показателей, на юридических лиц – 50 расчетных показателей.
2. Утрата или недоставление принятых для вручения таможенному органу Кыргызской Республики таможенных или иных документов на товар или транспортное средство, находящиеся под таможенным контролем, –
влекут наложение штрафа на физических лиц в размере 30 расчетных показателей, на юридических лиц – 130 расчетных показателей.
3. Несоблюдение установленного таможенным органом срока доставки товара, транспортного средства и документов на них –
влечет наложение штрафа на физических лиц в размере 30 расчетных показателей, на юридических лиц – 130 расчетных показателей.
4. Недоставление в определенное таможенным органом место доставки товара или транспортного средства, находящихся под таможенным контролем, и невручение документов на них –
влечет наложение штрафа на физических лиц в размере 30 расчетных показателей, на юридических лиц – 130 расчетных показателей.
 ",cac59528-2eab-418e-88be-c3c5eb5ffdd2
2d7e209e-7577-4b4d-9e28-037c5fc4784b,Under what circumstances can the court suspend proceedings based on a party's military service in the Armed Forces of Kyrgyz Republic?,Гражданский процессуальный кодекс Кыргызской Республики,"Статья 216. Право суда приостановить производство
Суд может по заявлению лиц, участвующих в деле, или по своей инициативе приостановить производство по делу в случаях:
1) пребывания стороны на военной службе по призыву в Вооруженных Силах, других войсках или воинских формированиях Кыргызской Республики или привлечения ее для выполнения какой-либо государственной обязанности;
2) реорганизации юридического лица, являвшегося стороной в деле, если спорное правоотношение допускает правопреемство;
3) нахождения стороны в лечебном учреждении или при наличии у нее заболевания, которое препятствует явке в суд и подтверждается справкой медицинского учреждения;
4) назначения судом экспертизы;
5) направления судебного поручения;
6) направления официального запроса в государственные органы или органы местного самоуправления о толковании нормативных правовых актов или для получения необходимой информации или документов, требуемых для вынесения законного и обоснованного решения;
7) (утратил силу в соответствии с Законом КР от 15 февраля 2024 года N 45)
8) заключения сторонами договора о применении медиации.
9) обнаружения судом неопределенности в вопросе о соответствии Конституции Кыргызской Республики примененного или подлежащего применению в данном деле закона или иного нормативного правового акта и направления по этому поводу запроса в Конституционный суд Кыргызской Республики.
(В редакции Законов Кыргызской Республики от 11 апреля 2023 года № 85, 11 апреля 2023 года № 86, 15 февраля 2024 года N 45)",faae9738-1380-49d7-8ca8-d46d11374b91
2d7e209e-7577-4b4d-9e28-037c5fc4784b,What conditions related to a party's health could lead to the suspension of court proceedings?,Гражданский процессуальный кодекс Кыргызской Республики,"Статья 216. Право суда приостановить производство
Суд может по заявлению лиц, участвующих в деле, или по своей инициативе приостановить производство по делу в случаях:
1) пребывания стороны на военной службе по призыву в Вооруженных Силах, других войсках или воинских формированиях Кыргызской Республики или привлечения ее для выполнения какой-либо государственной обязанности;
2) реорганизации юридического лица, являвшегося стороной в деле, если спорное правоотношение допускает правопреемство;
3) нахождения стороны в лечебном учреждении или при наличии у нее заболевания, которое препятствует явке в суд и подтверждается справкой медицинского учреждения;
4) назначения судом экспертизы;
5) направления судебного поручения;
6) направления официального запроса в государственные органы или органы местного самоуправления о толковании нормативных правовых актов или для получения необходимой информации или документов, требуемых для вынесения законного и обоснованного решения;
7) (утратил силу в соответствии с Законом КР от 15 февраля 2024 года N 45)
8) заключения сторонами договора о применении медиации.
9) обнаружения судом неопределенности в вопросе о соответствии Конституции Кыргызской Республики примененного или подлежащего применению в данном деле закона или иного нормативного правового акта и направления по этому поводу запроса в Конституционный суд Кыргызской Республики.
(В редакции Законов Кыргызской Республики от 11 апреля 2023 года № 85, 11 апреля 2023 года № 86, 15 февраля 2024 года N 45)",faae9738-1380-49d7-8ca8-d46d11374b91
2d7e209e-7577-4b4d-9e28-037c5fc4784b,How does the court handle situations where there is uncertainty regarding the constitutionality of a law applicable to a case?,Гражданский процессуальный кодекс Кыргызской Республики,"Статья 216. Право суда приостановить производство
Суд может по заявлению лиц, участвующих в деле, или по своей инициативе приостановить производство по делу в случаях:
1) пребывания стороны на военной службе по призыву в Вооруженных Силах, других войсках или воинских формированиях Кыргызской Республики или привлечения ее для выполнения какой-либо государственной обязанности;
2) реорганизации юридического лица, являвшегося стороной в деле, если спорное правоотношение допускает правопреемство;
3) нахождения стороны в лечебном учреждении или при наличии у нее заболевания, которое препятствует явке в суд и подтверждается справкой медицинского учреждения;
4) назначения судом экспертизы;
5) направления судебного поручения;
6) направления официального запроса в государственные органы или органы местного самоуправления о толковании нормативных правовых актов или для получения необходимой информации или документов, требуемых для вынесения законного и обоснованного решения;
7) (утратил силу в соответствии с Законом КР от 15 февраля 2024 года N 45)
8) заключения сторонами договора о применении медиации.
9) обнаружения судом неопределенности в вопросе о соответствии Конституции Кыргызской Республики примененного или подлежащего применению в данном деле закона или иного нормативного правового акта и направления по этому поводу запроса в Конституционный суд Кыргызской Республики.
(В редакции Законов Кыргызской Республики от 11 апреля 2023 года № 85, 11 апреля 2023 года № 86, 15 февраля 2024 года N 45)",faae9738-1380-49d7-8ca8-d46d11374b91
3a4e8cf0-c5a1-4e18-b645-b556c003ce10,What conditions must be met for a retail sale agreement based on a product sample to be considered fulfilled?,Гражданский Кодекс КР Часть II,"Статья 460. Продажа товаров по образцам
 
1. Договор розничной купли-продажи может быть заключен с покупателем по образцу товара (его описанию, каталогу и т.п.), предложенному продавцом.
2. Если иное не предусмотрено законом, другими нормативными правовыми актами или договором розничной купли-продажи товара по образцу, такой договор считается исполненным с момента доставки товара в место, указанное в договоре, а если место передачи товара договором не определено, - с момента доставки товара покупателю по месту жительства гражданина или месту нахождения юридического лица.
3. Покупатель до передачи товара вправе отказаться от исполнения договора розничной купли-продажи при условии возмещения продавцу необходимых расходов, понесенных в связи с совершением действий по выполнению договора.
 ",08083310-2e3e-47f1-ba76-a238a8aa45fa
3a4e8cf0-c5a1-4e18-b645-b556c003ce10,Under what circumstances can a buyer refuse to fulfill the retail sale agreement before receiving the product?,Гражданский Кодекс КР Часть II,"Статья 460. Продажа товаров по образцам
 
1. Договор розничной купли-продажи может быть заключен с покупателем по образцу товара (его описанию, каталогу и т.п.), предложенному продавцом.
2. Если иное не предусмотрено законом, другими нормативными правовыми актами или договором розничной купли-продажи товара по образцу, такой договор считается исполненным с момента доставки товара в место, указанное в договоре, а если место передачи товара договором не определено, - с момента доставки товара покупателю по месту жительства гражданина или месту нахождения юридического лица.
3. Покупатель до передачи товара вправе отказаться от исполнения договора розничной купли-продажи при условии возмещения продавцу необходимых расходов, понесенных в связи с совершением действий по выполнению договора.
 ",08083310-2e3e-47f1-ba76-a238a8aa45fa
3a4e8cf0-c5a1-4e18-b645-b556c003ce10,What obligations does the buyer have if they decide to cancel the retail sale agreement before the product is delivered?,Гражданский Кодекс КР Часть II,"Статья 460. Продажа товаров по образцам
 
1. Договор розничной купли-продажи может быть заключен с покупателем по образцу товара (его описанию, каталогу и т.п.), предложенному продавцом.
2. Если иное не предусмотрено законом, другими нормативными правовыми актами или договором розничной купли-продажи товара по образцу, такой договор считается исполненным с момента доставки товара в место, указанное в договоре, а если место передачи товара договором не определено, - с момента доставки товара покупателю по месту жительства гражданина или месту нахождения юридического лица.
3. Покупатель до передачи товара вправе отказаться от исполнения договора розничной купли-продажи при условии возмещения продавцу необходимых расходов, понесенных в связи с совершением действий по выполнению договора.
 ",08083310-2e3e-47f1-ba76-a238a8aa45fa
032f7536-4930-4f34-a2d4-ab7534276a20,What is the basis for granting an additional percentage increase to salaries for employees working in high-altitude or remote areas?,Трудовой кодекс КР,"Статья 365. Процентная надбавка к должностным окладам
Лицам, работающим в высокогорных районах и отдаленных и труднодоступных зонах, выплачивается процентная надбавка к должностным окладам за стаж работы в данных районах или местностях. Размер процентной надбавки к должностным окладам и порядок ее выплаты устанавливаются Правительством Кыргызской Республики.
(В редакции Закона КР от 30 марта 2009 года № 103)",3798ca9a-b473-4cfa-9295-7185547033e1
032f7536-4930-4f34-a2d4-ab7534276a20,Who determines the amount of the percentage increase for salaries in these specific regions?,Трудовой кодекс КР,"Статья 365. Процентная надбавка к должностным окладам
Лицам, работающим в высокогорных районах и отдаленных и труднодоступных зонах, выплачивается процентная надбавка к должностным окладам за стаж работы в данных районах или местностях. Размер процентной надбавки к должностным окладам и порядок ее выплаты устанавливаются Правительством Кыргызской Республики.
(В редакции Закона КР от 30 марта 2009 года № 103)",3798ca9a-b473-4cfa-9295-7185547033e1
032f7536-4930-4f34-a2d4-ab7534276a20,Is there a special procedure for the payment of the percentage increase for employees in difficult-to-access areas?,Трудовой кодекс КР,"Статья 365. Процентная надбавка к должностным окладам
Лицам, работающим в высокогорных районах и отдаленных и труднодоступных зонах, выплачивается процентная надбавка к должностным окладам за стаж работы в данных районах или местностях. Размер процентной надбавки к должностным окладам и порядок ее выплаты устанавливаются Правительством Кыргызской Республики.
(В редакции Закона КР от 30 марта 2009 года № 103)",3798ca9a-b473-4cfa-9295-7185547033e1
0633299f-0784-4bb7-9c49-d9483ab71e01,What are the hours considered as night time according to the law?,Трудовой кодекс КР,"Статья 97. Работа в ночное время
Ночным считается время с 22 часов вечера до 6 часов утра.
Продолжительность работы (смены) в ночное время сокращается на 1 час.
Не сокращается продолжительность работы (смены) в ночное время для работников, которым установлена сокращенная продолжительность рабочего времени, а также для работников, принятых специально для работы в ночное время, если иное не предусмотрено коллективным договором.
Продолжительность работы в ночное время уравнивается с дневной в тех случаях, когда это необходимо по условиям труда (в непрерывно действующих производствах, организациях и т.п.), а также на сменных работах при шестидневной рабочей неделе с 1 выходным днем. Список указанных работ может определяться коллективным договором, локальным нормативным актом.
Лица с ограниченными возможностями здоровья и беременные женщины, могут привлекаться к работе в ночное время, если такая работа не запрещена им по медицинским показаниям.
Женщины, имеющие детей в возрасте до 3 лет, работники, имеющие детей с ограниченными возможностями здоровья, могут привлекаться к работе в ночное время только с их согласия.
Не допускаются к работе в ночное время лица в возрасте до 18 лет.
Порядок работы в ночное время творческих работников организации кинематографии, теле- и видеосъемочных коллективов, театров, театральных и концертных организаций, цирков, средств массовой информации и профессиональных спортсменов в соответствии с перечнями категорий этих работников, утверждаемыми Правительством Кыргызской Республики, может определяться коллективным договором, локальным нормативным актом либо соглашением сторон трудового договора.",4ef382fa-257f-4343-b9f9-35f383d3d2c4
0633299f-0784-4bb7-9c49-d9483ab71e01,Are there specific exemptions for workers with reduced working hours when working night shifts?,Трудовой кодекс КР,"Статья 97. Работа в ночное время
Ночным считается время с 22 часов вечера до 6 часов утра.
Продолжительность работы (смены) в ночное время сокращается на 1 час.
Не сокращается продолжительность работы (смены) в ночное время для работников, которым установлена сокращенная продолжительность рабочего времени, а также для работников, принятых специально для работы в ночное время, если иное не предусмотрено коллективным договором.
Продолжительность работы в ночное время уравнивается с дневной в тех случаях, когда это необходимо по условиям труда (в непрерывно действующих производствах, организациях и т.п.), а также на сменных работах при шестидневной рабочей неделе с 1 выходным днем. Список указанных работ может определяться коллективным договором, локальным нормативным актом.
Лица с ограниченными возможностями здоровья и беременные женщины, могут привлекаться к работе в ночное время, если такая работа не запрещена им по медицинским показаниям.
Женщины, имеющие детей в возрасте до 3 лет, работники, имеющие детей с ограниченными возможностями здоровья, могут привлекаться к работе в ночное время только с их согласия.
Не допускаются к работе в ночное время лица в возрасте до 18 лет.
Порядок работы в ночное время творческих работников организации кинематографии, теле- и видеосъемочных коллективов, театров, театральных и концертных организаций, цирков, средств массовой информации и профессиональных спортсменов в соответствии с перечнями категорий этих работников, утверждаемыми Правительством Кыргызской Республики, может определяться коллективным договором, локальным нормативным актом либо соглашением сторон трудового договора.",4ef382fa-257f-4343-b9f9-35f383d3d2c4
0633299f-0784-4bb7-9c49-d9483ab71e01,What is the protocol for employing individuals under 18 years old for night shifts?,Трудовой кодекс КР,"Статья 97. Работа в ночное время
Ночным считается время с 22 часов вечера до 6 часов утра.
Продолжительность работы (смены) в ночное время сокращается на 1 час.
Не сокращается продолжительность работы (смены) в ночное время для работников, которым установлена сокращенная продолжительность рабочего времени, а также для работников, принятых специально для работы в ночное время, если иное не предусмотрено коллективным договором.
Продолжительность работы в ночное время уравнивается с дневной в тех случаях, когда это необходимо по условиям труда (в непрерывно действующих производствах, организациях и т.п.), а также на сменных работах при шестидневной рабочей неделе с 1 выходным днем. Список указанных работ может определяться коллективным договором, локальным нормативным актом.
Лица с ограниченными возможностями здоровья и беременные женщины, могут привлекаться к работе в ночное время, если такая работа не запрещена им по медицинским показаниям.
Женщины, имеющие детей в возрасте до 3 лет, работники, имеющие детей с ограниченными возможностями здоровья, могут привлекаться к работе в ночное время только с их согласия.
Не допускаются к работе в ночное время лица в возрасте до 18 лет.
Порядок работы в ночное время творческих работников организации кинематографии, теле- и видеосъемочных коллективов, театров, театральных и концертных организаций, цирков, средств массовой информации и профессиональных спортсменов в соответствии с перечнями категорий этих работников, утверждаемыми Правительством Кыргызской Республики, может определяться коллективным договором, локальным нормативным актом либо соглашением сторон трудового договора.",4ef382fa-257f-4343-b9f9-35f383d3d2c4
34d910b2-7254-4829-a578-f4b473eb96da,What are the consequences for not providing electricity to a compliant consumer?,Кодекс Кыргызской Республики о правонарушениях,"Статья 395. Нарушение в сфере электроэнергетики
 
1. Необеспечение электрической энергией потребителя, который не нарушает своих обязанностей перед энергопоставщиком, или потребителя, отключение которого от энергоснабжения запрещено, –
влечет наложение штрафа на юридических лиц в размере 350 расчетных показателей.
2. Нарушение энергопоставщиком, осуществляющим снабжение электрической энергией на закрепленной территории, правил пользования электрической энергией, –
влечет наложение штрафа на юридических лиц в размере 450 расчетных показателей.
 ",1f231229-0789-4ba0-9d5c-d6899170175a
34d910b2-7254-4829-a578-f4b473eb96da,What penalty do suppliers face for violating electricity usage rules?,Кодекс Кыргызской Республики о правонарушениях,"Статья 395. Нарушение в сфере электроэнергетики
 
1. Необеспечение электрической энергией потребителя, который не нарушает своих обязанностей перед энергопоставщиком, или потребителя, отключение которого от энергоснабжения запрещено, –
влечет наложение штрафа на юридических лиц в размере 350 расчетных показателей.
2. Нарушение энергопоставщиком, осуществляющим снабжение электрической энергией на закрепленной территории, правил пользования электрической энергией, –
влечет наложение штрафа на юридических лиц в размере 450 расчетных показателей.
 ",1f231229-0789-4ba0-9d5c-d6899170175a
34d910b2-7254-4829-a578-f4b473eb96da,How much is the fine for a legal entity that disconnects a consumer from electricity without justification?,Кодекс Кыргызской Республики о правонарушениях,"Статья 395. Нарушение в сфере электроэнергетики
 
1. Необеспечение электрической энергией потребителя, который не нарушает своих обязанностей перед энергопоставщиком, или потребителя, отключение которого от энергоснабжения запрещено, –
влечет наложение штрафа на юридических лиц в размере 350 расчетных показателей.
2. Нарушение энергопоставщиком, осуществляющим снабжение электрической энергией на закрепленной территории, правил пользования электрической энергией, –
влечет наложение штрафа на юридических лиц в размере 450 расчетных показателей.
 ",1f231229-0789-4ba0-9d5c-d6899170175a
6e96eccc-4807-428c-bfe7-5b6086750192,What information does the court secretary provide regarding the attendance of the involved parties in the case?,Гражданский процессуальный кодекс Кыргызской Республики,"Статья 163. Проверка явки участников процесса
1. Секретарь судебного заседания докладывает суду, кто из вызванных по данному делу лиц явился, извещены ли неявившиеся лица и какие имеются сведения о причинах их отсутствия.
2. Председательствующий устанавливает личность явившихся, а также проверяет полномочия должностных лиц и представителей.",3620704f-bf9e-477f-a7e8-6879a77a7fe0
6e96eccc-4807-428c-bfe7-5b6086750192,How does the presiding judge confirm the identities of those present in the courtroom?,Гражданский процессуальный кодекс Кыргызской Республики,"Статья 163. Проверка явки участников процесса
1. Секретарь судебного заседания докладывает суду, кто из вызванных по данному делу лиц явился, извещены ли неявившиеся лица и какие имеются сведения о причинах их отсутствия.
2. Председательствующий устанавливает личность явившихся, а также проверяет полномочия должностных лиц и представителей.",3620704f-bf9e-477f-a7e8-6879a77a7fe0
6e96eccc-4807-428c-bfe7-5b6086750192,What is the process for verifying the authority of officials and representatives during a court session?,Гражданский процессуальный кодекс Кыргызской Республики,"Статья 163. Проверка явки участников процесса
1. Секретарь судебного заседания докладывает суду, кто из вызванных по данному делу лиц явился, извещены ли неявившиеся лица и какие имеются сведения о причинах их отсутствия.
2. Председательствующий устанавливает личность явившихся, а также проверяет полномочия должностных лиц и представителей.",3620704f-bf9e-477f-a7e8-6879a77a7fe0
09590c8e-29a3-4a02-992d-00bc463df77b,What entities are involved in the oversight of labor legislation compliance according to the law?,Трудовой кодекс КР,"Статья 400. Взаимодействие уполномоченных государственных органов в области надзора и контроля за соблюдением трудового законодательства
Уполномоченные государственные органы в области надзора и контроля за соблюдением трудового законодательства осуществляют свою деятельность во взаимодействии с органами исполнительной власти, органами местного самоуправления, другими государственными надзорно-контрольными органами, органами прокуратуры, объединениями профсоюзов и работодателей, другими организациями.
Координацию деятельности органов государственного надзора и контроля и общественного контроля по вопросам соблюдения законов и иных нормативных правовых актов о труде и охране труда осуществляет уполномоченный государственный орган в области надзора и контроля за соблюдением трудового законодательства.",a08f3e86-cff8-4167-9b22-e163339d11a5
09590c8e-29a3-4a02-992d-00bc463df77b,Who coordinates the activities of state oversight and public control regarding labor laws?,Трудовой кодекс КР,"Статья 400. Взаимодействие уполномоченных государственных органов в области надзора и контроля за соблюдением трудового законодательства
Уполномоченные государственные органы в области надзора и контроля за соблюдением трудового законодательства осуществляют свою деятельность во взаимодействии с органами исполнительной власти, органами местного самоуправления, другими государственными надзорно-контрольными органами, органами прокуратуры, объединениями профсоюзов и работодателей, другими организациями.
Координацию деятельности органов государственного надзора и контроля и общественного контроля по вопросам соблюдения законов и иных нормативных правовых актов о труде и охране труда осуществляет уполномоченный государственный орган в области надзора и контроля за соблюдением трудового законодательства.",a08f3e86-cff8-4167-9b22-e163339d11a5
09590c8e-29a3-4a02-992d-00bc463df77b,How do authorized state bodies interact with local authorities in labor law enforcement?,Трудовой кодекс КР,"Статья 400. Взаимодействие уполномоченных государственных органов в области надзора и контроля за соблюдением трудового законодательства
Уполномоченные государственные органы в области надзора и контроля за соблюдением трудового законодательства осуществляют свою деятельность во взаимодействии с органами исполнительной власти, органами местного самоуправления, другими государственными надзорно-контрольными органами, органами прокуратуры, объединениями профсоюзов и работодателей, другими организациями.
Координацию деятельности органов государственного надзора и контроля и общественного контроля по вопросам соблюдения законов и иных нормативных правовых актов о труде и охране труда осуществляет уполномоченный государственный орган в области надзора и контроля за соблюдением трудового законодательства.",a08f3e86-cff8-4167-9b22-e163339d11a5
3da0d303-7e51-4ba9-a6f5-43a9b56d9463,What is the timeframe for submitting objections to the court session protocol after reviewing it?,Уголовно-процессуальный кодекс Кыргызской Республики,"Статья 309. Замечания на протокол судебного заседания и их рассмотрение
 
1. В течение 5 суток со дня ознакомления с протоколом судебного заседания стороны могут подать на него замечания.
2. Замечания на протокол судебного заседания рассматриваются председательствующим судьей в течение 5 дней со дня их подачи.
В необходимых случаях председательствующий судья вправе вызвать лиц, подавших замечания, для уточнения их содержания.
3. В результате рассмотрения замечаний председательствующий судья выносит постановление об удостоверении их правильности либо их отклонении. Замечания на протокол и постановление председательствующего судьи приобщаются к протоколу судебного заседания.
 ",3e911e19-671c-40ef-ba6f-e9ca7c682c64
3da0d303-7e51-4ba9-a6f5-43a9b56d9463,How long does the presiding judge have to consider the submitted objections to the court session protocol?,Уголовно-процессуальный кодекс Кыргызской Республики,"Статья 309. Замечания на протокол судебного заседания и их рассмотрение
 
1. В течение 5 суток со дня ознакомления с протоколом судебного заседания стороны могут подать на него замечания.
2. Замечания на протокол судебного заседания рассматриваются председательствующим судьей в течение 5 дней со дня их подачи.
В необходимых случаях председательствующий судья вправе вызвать лиц, подавших замечания, для уточнения их содержания.
3. В результате рассмотрения замечаний председательствующий судья выносит постановление об удостоверении их правильности либо их отклонении. Замечания на протокол и постановление председательствующего судьи приобщаются к протоколу судебного заседания.
 ",3e911e19-671c-40ef-ba6f-e9ca7c682c64
3da0d303-7e51-4ba9-a6f5-43a9b56d9463,"What action does the presiding judge take after reviewing the objections, and how are these handled in relation to the court session protocol?",Уголовно-процессуальный кодекс Кыргызской Республики,"Статья 309. Замечания на протокол судебного заседания и их рассмотрение
 
1. В течение 5 суток со дня ознакомления с протоколом судебного заседания стороны могут подать на него замечания.
2. Замечания на протокол судебного заседания рассматриваются председательствующим судьей в течение 5 дней со дня их подачи.
В необходимых случаях председательствующий судья вправе вызвать лиц, подавших замечания, для уточнения их содержания.
3. В результате рассмотрения замечаний председательствующий судья выносит постановление об удостоверении их правильности либо их отклонении. Замечания на протокол и постановление председательствующего судьи приобщаются к протоколу судебного заседания.
 ",3e911e19-671c-40ef-ba6f-e9ca7c682c64
